Name,Patners 1,Skills ,Skills 2,Skills 3,Skills 4,Skills 5,Skills 6,Skills 7,Skills 8,Skills 9,Skills 10,Skills 11,Skills 12,Skills 13,Skills 14,Skills 15,Skills 16,Skills 17,Skills 18,Skills 19,Url,Job category,Difficulty,Duration,skill_list,skill_list_clean
"Lookups: Fix Errors, Fetch Data Fast",Coursera,Data Integrity,Data Quality,Data Validation,Excel Formulas,Spreadsheet Software,Data Mapping,Auditing,Google Sheets,Case Studies,Microsoft Excel,,,,,,,,,,https://www.coursera.org/learn/lookups-fix-errors-fetch-data-fast,General IT Specialist,ADVANCED,ONE_TO_FOUR_WEEKS,"['data integrity', 'data quality', 'data validation', 'excel formulas', 'spreadsheet software', 'data mapping', 'auditing', 'google sheets', 'case studies', 'microsoft excel']","['data integrity', 'data quality', 'data validation', 'excel formulas', 'spreadsheet software', 'data mapping', 'auditing', 'google sheets', 'case studies', 'microsoft excel']"
Researcher's guide to RNA sequencing data,Fred Hutchinson Cancer Center,Molecular Biology,Bioinformatics,Data Literacy,Science and Research,Data Analysis,Spatial Data Analysis,Scientific Methods,Data Processing,Cell Biology,Informatics,Biology,Data Collection,,,,,,,,https://www.coursera.org/learn/researchers-guide-to-rna-sequencing-data,General IT Specialist,INTERMEDIATE,ONE_TO_THREE_MONTHS,"['molecular biology', 'bioinformatics', 'data literacy', 'science and research', 'data analysis', 'spatial data analysis', 'scientific methods', 'data processing', 'cell biology', 'informatics', 'biology', 'data collection']","['molecular biology', 'bioinformatics', 'data literacy', 'science and research', 'data analysis', 'spatial data analysis', 'scientific methods', 'data processing', 'cell biology', 'informatics', 'biology', 'data collection']"
Der Werkzeugkasten des Data Scientist,Johns Hopkins University,Rmarkdown,Data Science,Version Control,R (Software),Big Data,R Programming,General Science and Research,Software Development Tools,GitHub,Statistical Programming,Git (Version Control System),Software Versioning,Software Configuration Management,Data Analysis,Statistical Reporting,Integrated Development Environments,Software Installation,,,https://www.coursera.org/learn/data-scientists-tools-de,General IT Specialist,MIXED,ONE_TO_FOUR_WEEKS,"['rmarkdown', 'data science', 'version control', 'r (software)', 'big data', 'r programming', 'general science and research', 'software development tools', 'github', 'statistical programming', 'git (version control system)', 'software versioning', 'software configuration management', 'data analysis', 'statistical reporting', 'integrated development environments', 'software installation']","['rmarkdown', 'data science', 'version control', 'r (software)', 'big data', 'r programming', 'general science and research', 'software development tools', 'github', 'statistical programming', 'git (version control system)', 'software versioning', 'software configuration management', 'data analysis', 'statistical reporting', 'integrated development environments', 'software installation']"
Data Governance with Databricks,Whizlabs,Data Governance,"Extract, Transform, Load",Data Access,Metadata Management,Role-Based Access Control (RBAC),Data Cleansing,Databricks,Data Management,Data Pipelines,Data Lakes,Amazon Web Services,Amazon Redshift,Data Security,Data Warehousing,Data Quality,Data Capture,Fraud detection,,,https://www.coursera.org/learn/data-governance-with-databricks-and-aws,Data Governance Specialist,INTERMEDIATE,ONE_TO_FOUR_WEEKS,"['data governance', 'extract, transform, load', 'data access', 'metadata management', 'role-based access control (rbac)', 'data cleansing', 'databricks', 'data management', 'data pipelines', 'data lakes', 'amazon web services', 'amazon redshift', 'data security', 'data warehousing', 'data quality', 'data capture', 'fraud detection']","['data governance', 'extract, transform, load', 'data access', 'metadata management', 'role-based access control (rbac)', 'data cleansing', 'databricks', 'data management', 'data pipelines', 'data lakes', 'amazon web services', 'amazon redshift', 'data security', 'data warehousing', 'data quality', 'data capture', 'fraud detection']"
Generative AI and LLMs: Architecture and Data Preparation,IBM,Large Language Modeling,Generative AI,Generative Model Architectures,LLM Application,Generative Adversarial Networks (GANs),Hugging Face,Data Pipelines,PyTorch (Machine Learning Library),Natural Language Processing,Data Preprocessing,Model Training,Recurrent Neural Networks (RNNs),,,,,,,,https://www.coursera.org/learn/generative-ai-llm-architecture-data-preparation,AI Engineer,INTERMEDIATE,ONE_TO_FOUR_WEEKS,"['large language modeling', 'generative ai', 'generative model architectures', 'llm application', 'generative adversarial networks (gans)', 'hugging face', 'data pipelines', 'pytorch (machine learning library)', 'natural language processing', 'data preprocessing', 'model training', 'recurrent neural networks (rnns)']","['large language modeling', 'generative ai', 'generative model architectures', 'llm application', 'generative adversarial networks (gans)', 'hugging face', 'data pipelines', 'pytorch (machine learning library)', 'natural language processing', 'data preprocessing', 'model training', 'recurrent neural networks (rnns)']"
Analyze & Visualize Data Using Advanced Excel,EDUCBA,Microsoft Excel,Pivot Tables And Charts,Spreadsheet Software,Data Visualization,Data Visualization Software,Excel Formulas,Dashboard,Case Studies,Data Analysis,Business Analytics,Data Presentation,Exploratory Data Analysis,Business,Analysis,Graphing,,,,,https://www.coursera.org/learn/analyze-visualize-data-using-advanced-excel,Data Analyst,BEGINNER,ONE_TO_FOUR_WEEKS,"['microsoft excel', 'pivot tables and charts', 'spreadsheet software', 'data visualization', 'data visualization software', 'excel formulas', 'dashboard', 'case studies', 'data analysis', 'business analytics', 'data presentation', 'exploratory data analysis', 'business', 'analysis', 'graphing']","['microsoft excel', 'pivot tables and charts', 'spreadsheet software', 'data visualization', 'data visualization software', 'excel formulas', 'dashboard', 'case studies', 'data analysis', 'business analytics', 'data presentation', 'exploratory data analysis', 'business', 'analysis', 'graphing']"
Data Structures and Algorithms (I),Tsinghua University,Data Structures,Algorithms,Theoretical Computer Science,Data Storage,Computer Programming,,,,,,,,,,,,,,,https://www.coursera.org/learn/data-structures-algorithms-1,General IT Specialist,INTERMEDIATE,ONE_TO_THREE_MONTHS,"['data structures', 'algorithms', 'theoretical computer science', 'data storage', 'computer programming']","['data structures', 'algorithms', 'theoretical computer science', 'data storage', 'computer programming']"
Data Science con Python e R,Università di Napoli Federico II,Unsupervised Learning,Supervised Learning,Object Oriented Programming (OOP),PyTorch (Machine Learning Library),Object Oriented Design,R Programming,Convolutional Neural Networks,NumPy,R (Software),Image Analysis,Pandas (Python Package),Matplotlib,Artificial Neural Networks,Python Programming,Deep Learning,Computer Programming,Machine Learning Methods,Scripting Languages,Statistical Machine Learning,https://www.coursera.org/specializations/data-science-con-python-e-r,Data Scientist,INTERMEDIATE,ONE_TO_THREE_MONTHS,"['unsupervised learning', 'supervised learning', 'object oriented programming (oop)', 'pytorch (machine learning library)', 'object oriented design', 'r programming', 'convolutional neural networks', 'numpy', 'r (software)', 'image analysis', 'pandas (python package)', 'matplotlib', 'artificial neural networks', 'python programming', 'deep learning', 'computer programming', 'machine learning methods', 'scripting languages', 'statistical machine learning']","['unsupervised learning', 'supervised learning', 'object oriented programming (oop)', 'pytorch (machine learning library)', 'object oriented design', 'r programming', 'convolutional neural networks', 'numpy', 'r (software)', 'image analysis', 'pandas (python package)', 'matplotlib', 'artificial neural networks', 'python programming', 'deep learning', 'computer programming', 'machine learning methods', 'scripting languages', 'statistical machine learning']"
Data Modeling and Applications,Illinois Tech,Database Management Systems,Database Management,Database Administration,Database Software,Database Development,Database Design,Database Architecture and Administration,Database Application,Relational Databases,SQL,Data Modeling,Network Model,Query Languages,Data Maintenance,Data Integrity,Data Manipulation,Data Security,Diagram Design,,https://www.coursera.org/learn/illinois-tech-data-modeling-and-applications,General IT Specialist,BEGINNER,ONE_TO_THREE_MONTHS,"['database management systems', 'database management', 'database administration', 'database software', 'database development', 'database design', 'database architecture and administration', 'database application', 'relational databases', 'sql', 'data modeling', 'network model', 'query languages', 'data maintenance', 'data integrity', 'data manipulation', 'data security', 'diagram design']","['database management systems', 'database management', 'database administration', 'database software', 'database development', 'database design', 'database architecture and administration', 'database application', 'relational databases', 'sql', 'data modeling', 'network model', 'query languages', 'data maintenance', 'data integrity', 'data manipulation', 'data security', 'diagram design']"
AI Workflow: Data Analysis and Hypothesis Testing,IBM,Exploratory Data Analysis,Data Presentation,Probability Distribution,Statistical Hypothesis Testing,Data Visualization Software,Dashboard Creation,Dashboard,Data Analysis,Data Science,Probability & Statistics,Statistical Methods,Statistical Analysis,Jupyter,Matplotlib,Data Preprocessing,Pandas (Python Package),Statistical Inference,Statistics,Python Programming,https://www.coursera.org/learn/ibm-ai-workflow-data-analysis-hypothesis-testing,AI Engineer,ADVANCED,ONE_TO_FOUR_WEEKS,"['exploratory data analysis', 'data presentation', 'probability distribution', 'statistical hypothesis testing', 'data visualization software', 'dashboard creation', 'dashboard', 'data analysis', 'data science', 'probability & statistics', 'statistical methods', 'statistical analysis', 'jupyter', 'matplotlib', 'data preprocessing', 'pandas (python package)', 'statistical inference', 'statistics', 'python programming']","['exploratory data analysis', 'data presentation', 'probability distribution', 'statistical hypothesis testing', 'data visualization software', 'dashboard creation', 'dashboard', 'data analysis', 'data science', 'probability & statistics', 'statistical methods', 'statistical analysis', 'jupyter', 'matplotlib', 'data preprocessing', 'pandas (python package)', 'statistical inference', 'statistics', 'python programming']"
Mastering Python for Data Science,Packt,Data Science,Statistical Inference,Machine Learning Methods,Data Visualization,Pandas (Python Package),Probability & Statistics,Statistical Methods,Statistics,Regression Analysis,Applied Machine Learning,Apache Hadoop,Big Data,Machine Learning Algorithms,Data Mining,Data Analysis,Python Programming,Data Mapping,Object Oriented Programming (OOP),JavaScript Frameworks,https://www.coursera.org/learn/packt-mastering-python-for-data-science,Data Scientist,INTERMEDIATE,ONE_TO_THREE_MONTHS,"['data science', 'statistical inference', 'machine learning methods', 'data visualization', 'pandas (python package)', 'probability & statistics', 'statistical methods', 'statistics', 'regression analysis', 'applied machine learning', 'apache hadoop', 'big data', 'machine learning algorithms', 'data mining', 'data analysis', 'python programming', 'data mapping', 'object oriented programming (oop)', 'javascript frameworks']","['data science', 'statistical inference', 'machine learning methods', 'data visualization', 'pandas (python package)', 'probability & statistics', 'statistical methods', 'statistics', 'regression analysis', 'applied machine learning', 'apache hadoop', 'big data', 'machine learning algorithms', 'data mining', 'data analysis', 'python programming', 'data mapping', 'object oriented programming (oop)', 'javascript frameworks']"
Data Visualization and Transformation with R,Duke University,Exploratory Data Analysis,R (Software),Ggplot2,Statistical Reporting,Data Visualization Software,Tidyverse (R Package),Data Visualization,Version Control,Data Analysis,Plot (Graphics),Statistics,Statistical Visualization,Data Wrangling,Data Science,R Programming,GitHub,Data Transformation,Statistical Analysis,Git (Version Control System),https://www.coursera.org/learn/data-visualization-transformation-r,General IT Specialist,BEGINNER,ONE_TO_FOUR_WEEKS,"['exploratory data analysis', 'r (software)', 'ggplot2', 'statistical reporting', 'data visualization software', 'tidyverse (r package)', 'data visualization', 'version control', 'data analysis', 'plot (graphics)', 'statistics', 'statistical visualization', 'data wrangling', 'data science', 'r programming', 'github', 'data transformation', 'statistical analysis', 'git (version control system)']","['exploratory data analysis', 'r (software)', 'ggplot2', 'statistical reporting', 'data visualization software', 'tidyverse (r package)', 'data visualization', 'version control', 'data analysis', 'plot (graphics)', 'statistics', 'statistical visualization', 'data wrangling', 'data science', 'r programming', 'github', 'data transformation', 'statistical analysis', 'git (version control system)']"
Analyzing Time Series and Sequential Data,SAS,Time Series Analysis and Forecasting,SAS (Software),Forecasting,Recurrent Neural Networks (RNNs),Feature Engineering,Statistical Analysis,Data Analysis Software,Data Analysis,Digital Signal Processing,Statistical Methods,Advanced Analytics,Statistical Software,Regression Analysis,Data Transformation,Exploratory Data Analysis,Machine Learning Methods,Predictive Modeling,Applied Machine Learning,Predictive Analytics,https://www.coursera.org/specializations/time-series-sequential-data,General IT Specialist,INTERMEDIATE,THREE_TO_SIX_MONTHS,"['time series analysis and forecasting', 'sas (software)', 'forecasting', 'recurrent neural networks (rnns)', 'feature engineering', 'statistical analysis', 'data analysis software', 'data analysis', 'digital signal processing', 'statistical methods', 'advanced analytics', 'statistical software', 'regression analysis', 'data transformation', 'exploratory data analysis', 'machine learning methods', 'predictive modeling', 'applied machine learning', 'predictive analytics']","['time series analysis and forecasting', 'sas (software)', 'forecasting', 'recurrent neural networks (rnns)', 'feature engineering', 'statistical analysis', 'data analysis software', 'data analysis', 'digital signal processing', 'statistical methods', 'advanced analytics', 'statistical software', 'regression analysis', 'data transformation', 'exploratory data analysis', 'machine learning methods', 'predictive modeling', 'applied machine learning', 'predictive analytics']"
Mastering Power BI for Data Analytics & Storytelling,Edureka,Relational Databases,Data Visualization,Data Modeling,Cloud Security,Databases,Database Management,Database Development,Inventory and Warehousing,Data Analysis Expressions (DAX),Cloud Management,Advanced Analytics,Cloud-Based Integration,Data Management,Performance Measurement,Data Governance,Microsoft Excel,Business Intelligence Software,Business Reporting,Cloud Storage,https://www.coursera.org/specializations/mastering-power-bi-data-analytics-storytelling,Data Analyst,INTERMEDIATE,THREE_TO_SIX_MONTHS,"['relational databases', 'data visualization', 'data modeling', 'cloud security', 'databases', 'database management', 'database development', 'inventory and warehousing', 'data analysis expressions (dax)', 'cloud management', 'advanced analytics', 'cloud-based integration', 'data management', 'performance measurement', 'data governance', 'microsoft excel', 'business intelligence software', 'business reporting', 'cloud storage']","['relational databases', 'data visualization', 'data modeling', 'cloud security', 'databases', 'database management', 'database development', 'inventory and warehousing', 'data analysis expressions (dax)', 'cloud management', 'advanced analytics', 'cloud-based integration', 'data management', 'performance measurement', 'data governance', 'microsoft excel', 'business intelligence software', 'business reporting', 'cloud storage']"
Star Schemas to Snowflake: Data Modeling for Analytics Teams,Coursera,Disaster Recovery,Star Schema,Business Continuity Planning,Cost Benefit Analysis,Database Design,Business Continuity,Data Infrastructure,Snowflake Schema,Database Architecture and Administration,Relational Databases,Data Warehousing,Data Modeling,Data Architecture,Data Validation,SQL,Terraform,Infrastructure as Code (IaC),"Extract, Transform, Load",Business Analytics,https://www.coursera.org/specializations/star-schemas-to-snowflakes-data-modeling-analytics-teams,Data Analyst,ADVANCED,THREE_TO_SIX_MONTHS,"['disaster recovery', 'star schema', 'business continuity planning', 'cost benefit analysis', 'database design', 'business continuity', 'data infrastructure', 'snowflake schema', 'database architecture and administration', 'relational databases', 'data warehousing', 'data modeling', 'data architecture', 'data validation', 'sql', 'terraform', 'infrastructure as code (iac)', 'extract, transform, load', 'business analytics']","['disaster recovery', 'star schema', 'business continuity planning', 'cost benefit analysis', 'database design', 'business continuity', 'data infrastructure', 'snowflake schema', 'database architecture and administration', 'relational databases', 'data warehousing', 'data modeling', 'data architecture', 'data validation', 'sql', 'terraform', 'infrastructure as code (iac)', 'extract, transform, load', 'business analytics']"
Marketing Analytics: Data Predictions and Dashboards,Coursera,Marketing Analytics,Dashboard,Dashboard Creation,Data-Driven Marketing,Data Presentation,Data Visualization,Predictive Modeling,Data-Driven Decision-Making,Marketing Strategies,Predictive Analytics,Marketing,Data Visualization Software,Market Data,Data Analysis,Forecasting,Data Collection,Strategic Decision-Making,,,https://www.coursera.org/learn/marketing-analytics-data-predictions-and-dashboards,Data Analyst,BEGINNER,ONE_TO_FOUR_WEEKS,"['marketing analytics', 'dashboard', 'dashboard creation', 'data-driven marketing', 'data presentation', 'data visualization', 'predictive modeling', 'data-driven decision-making', 'marketing strategies', 'predictive analytics', 'marketing', 'data visualization software', 'market data', 'data analysis', 'forecasting', 'data collection', 'strategic decision-making']","['marketing analytics', 'dashboard', 'dashboard creation', 'data-driven marketing', 'data presentation', 'data visualization', 'predictive modeling', 'data-driven decision-making', 'marketing strategies', 'predictive analytics', 'marketing', 'data visualization software', 'market data', 'data analysis', 'forecasting', 'data collection', 'strategic decision-making']"
Microsoft Azure - Data Lake,EDUCBA,Data Lakes,Microsoft Azure,Stored Procedure,Data Architecture,Performance Tuning,Data Management,Query Languages,Data Manipulation,Scripting,SQL,Data Processing,Windows PowerShell,Microsoft Visual Studio,Command-Line Interface,Heat Maps,,,,,https://www.coursera.org/learn/microsoft-azure---data-lake,Cloud Engineer,INTERMEDIATE,ONE_TO_THREE_MONTHS,"['data lakes', 'microsoft azure', 'stored procedure', 'data architecture', 'performance tuning', 'data management', 'query languages', 'data manipulation', 'scripting', 'sql', 'data processing', 'windows powershell', 'microsoft visual studio', 'command-line interface', 'heat maps']","['data lakes', 'microsoft azure', 'stored procedure', 'data architecture', 'performance tuning', 'data management', 'query languages', 'data manipulation', 'scripting', 'sql', 'data processing', 'windows powershell', 'microsoft visual studio', 'command-line interface', 'heat maps']"
Data Manipulation and Transactions in SQL Server,Microsoft,Transact-SQL,Transaction Processing,Database Management,Microsoft SQL Servers,SQL,Data Manipulation,Relational Databases,Database Theory,Data Integrity,Generative AI,Performance Tuning,,,,,,,,,https://www.coursera.org/learn/data-manipulation-and-transactions-in-sql-server,Data Analyst,BEGINNER,ONE_TO_FOUR_WEEKS,"['transact-sql', 'transaction processing', 'database management', 'microsoft sql servers', 'sql', 'data manipulation', 'relational databases', 'database theory', 'data integrity', 'generative ai', 'performance tuning']","['transact-sql', 'transaction processing', 'database management', 'microsoft sql servers', 'sql', 'data manipulation', 'relational databases', 'database theory', 'data integrity', 'generative ai', 'performance tuning']"
Splunk Administration: Configure & Optimize Data,EDUCBA,Splunk,Security Controls,Data Pipelines,Systems Administration,System Configuration,Identity and Access Management,Dataflow,Configuration Management,Enterprise Application Management,Debugging,Performance Tuning,Information Management,Distributed Computing,Data Management,Scalability,Data Storage,,,,https://www.coursera.org/learn/splunk-administration-configure-optimize-data,General IT Specialist,MIXED,ONE_TO_THREE_MONTHS,"['splunk', 'security controls', 'data pipelines', 'systems administration', 'system configuration', 'identity and access management', 'dataflow', 'configuration management', 'enterprise application management', 'debugging', 'performance tuning', 'information management', 'distributed computing', 'data management', 'scalability', 'data storage']","['splunk', 'security controls', 'data pipelines', 'systems administration', 'system configuration', 'identity and access management', 'dataflow', 'configuration management', 'enterprise application management', 'debugging', 'performance tuning', 'information management', 'distributed computing', 'data management', 'scalability', 'data storage']"
Data Science at Scale - Capstone Project,University of Washington,Feature Engineering,Model Evaluation,Data Analysis,Model Training,Predictive Modeling,Data Wrangling,Statistical Modeling,Statistics,Data Science,Data-Driven Decision-Making,Data Preprocessing,Predictive Analytics,Data Collection,Applied Machine Learning,R Programming,Data Pipelines,Research,Supervised Learning,Technical Communication,https://www.coursera.org/learn/datasci-capstone,Data Scientist,MIXED,ONE_TO_THREE_MONTHS,"['feature engineering', 'model evaluation', 'data analysis', 'model training', 'predictive modeling', 'data wrangling', 'statistical modeling', 'statistics', 'data science', 'data-driven decision-making', 'data preprocessing', 'predictive analytics', 'data collection', 'applied machine learning', 'r programming', 'data pipelines', 'research', 'supervised learning', 'technical communication']","['feature engineering', 'model evaluation', 'data analysis', 'model training', 'predictive modeling', 'data wrangling', 'statistical modeling', 'statistics', 'data science', 'data-driven decision-making', 'data preprocessing', 'predictive analytics', 'data collection', 'applied machine learning', 'r programming', 'data pipelines', 'research', 'supervised learning', 'technical communication']"
Data Warehousing and Business Intelligence,"University of California, Irvine","Extract, Transform, Load",Data Warehousing,Data Mining,Business Intelligence,Star Schema,Snowflake Schema,Data Modeling,Data Architecture,Unsupervised Learning,Business Analytics,Data-Driven Decision-Making,Machine Learning Methods,Databases,Predictive Modeling,Cloud Computing,Supervised Learning,Classification Algorithms,,,https://www.coursera.org/learn/data-warehousing-business-intelligence,Business Intelligence Analyst,BEGINNER,ONE_TO_FOUR_WEEKS,"['extract, transform, load', 'data warehousing', 'data mining', 'business intelligence', 'star schema', 'snowflake schema', 'data modeling', 'data architecture', 'unsupervised learning', 'business analytics', 'data-driven decision-making', 'machine learning methods', 'databases', 'predictive modeling', 'cloud computing', 'supervised learning', 'classification algorithms']","['extract, transform, load', 'data warehousing', 'data mining', 'business intelligence', 'star schema', 'snowflake schema', 'data modeling', 'data architecture', 'unsupervised learning', 'business analytics', 'data-driven decision-making', 'machine learning methods', 'databases', 'predictive modeling', 'cloud computing', 'supervised learning', 'classification algorithms']"
Fast-Track Data Analysis and Presentations,Google,Prompt Patterns,Prompt Engineering,Responsible AI,Data Presentation,Sampling (Statistics),Excel Formulas,Spreadsheet Software,Generative AI,Data Analysis,Analytical Skills,,,,,,,,,,https://www.coursera.org/learn/google-fast-track-data-analysis-and-presentations,General IT Specialist,BEGINNER,ONE_TO_FOUR_WEEKS,"['prompt patterns', 'prompt engineering', 'responsible ai', 'data presentation', 'sampling (statistics)', 'excel formulas', 'spreadsheet software', 'generative ai', 'data analysis', 'analytical skills']","['prompt patterns', 'prompt engineering', 'responsible ai', 'data presentation', 'sampling (statistics)', 'excel formulas', 'spreadsheet software', 'generative ai', 'data analysis', 'analytical skills']"
"BI Foundations with SQL, ETL and Data Warehousing",IBM,Data Warehousing,"Extract, Transform, Load",Data Pipelines,Linux Commands,SQL,IBM Cognos Analytics,Apache Kafka,Bash (Scripting Language),Apache Airflow,Shell Script,IBM DB2,Data Transformation,Data Visualization,Dashboard,File Management,Dashboard Creation,Star Schema,Database Management,Relational Databases,https://www.coursera.org/specializations/bi-foundations-sql-etl-data-warehouse,Data Analyst,BEGINNER,THREE_TO_SIX_MONTHS,"['data warehousing', 'extract, transform, load', 'data pipelines', 'linux commands', 'sql', 'ibm cognos analytics', 'apache kafka', 'bash (scripting language)', 'apache airflow', 'shell script', 'ibm db2', 'data transformation', 'data visualization', 'dashboard', 'file management', 'dashboard creation', 'star schema', 'database management', 'relational databases']","['data warehousing', 'extract, transform, load', 'data pipelines', 'linux commands', 'sql', 'ibm cognos analytics', 'apache kafka', 'bash (scripting language)', 'apache airflow', 'shell script', 'ibm db2', 'data transformation', 'data visualization', 'dashboard', 'file management', 'dashboard creation', 'star schema', 'database management', 'relational databases']"
Exploring Data Transformation with Google Cloud,Google Cloud,Data Governance,Digital Transformation,Real Time Data,Google Cloud Platform,Business Transformation,Data Management,Data Warehousing,Data Transformation,Big Data,Looker (Software),Cloud Storage,Analytics,Business Intelligence,Governance,Data Processing,Dataflow,Data-Driven Decision-Making,Database Systems,Data Storage,https://www.coursera.org/learn/innovating-with-data-google-cloud,Cloud Engineer,BEGINNER,ONE_TO_THREE_MONTHS,"['data governance', 'digital transformation', 'real time data', 'google cloud platform', 'business transformation', 'data management', 'data warehousing', 'data transformation', 'big data', 'looker (software)', 'cloud storage', 'analytics', 'business intelligence', 'governance', 'data processing', 'dataflow', 'data-driven decision-making', 'database systems', 'data storage']","['data governance', 'digital transformation', 'real time data', 'google cloud platform', 'business transformation', 'data management', 'data warehousing', 'data transformation', 'big data', 'looker (software)', 'cloud storage', 'analytics', 'business intelligence', 'governance', 'data processing', 'dataflow', 'data-driven decision-making', 'database systems', 'data storage']"
TypeScript Variables and Data Types,Coursera,TypeScript,Programming Principles,Web Development Tools,,,,,,,,,,,,,,,,,https://www.coursera.org/projects/typescript-variables-and-data-types,General IT Specialist,BEGINNER,LESS_THAN_TWO_HOURS,"['typescript', 'programming principles', 'web development tools']","['typescript', 'programming principles', 'web development tools']"
Microsoft Azure Machine Learning for Data Scientists,Microsoft,Responsible AI,Microsoft Azure,Unsupervised Learning,Databricks,MLOps (Machine Learning Operations),Applied Machine Learning,Classification Algorithms,Model Training,Regression Analysis,Scikit Learn (Machine Learning Library),Predictive Modeling,Model Deployment,Cloud Management,Machine Learning,Artificial Intelligence and Machine Learning (AI/ML),Model Evaluation,Supervised Learning,Machine Learning Algorithms,Data Pipelines,https://www.coursera.org/learn/microsoft-azure-machine-learning-for-data-scientist,Machine Learning Engineer,INTERMEDIATE,ONE_TO_FOUR_WEEKS,"['responsible ai', 'microsoft azure', 'unsupervised learning', 'databricks', 'mlops (machine learning operations)', 'applied machine learning', 'classification algorithms', 'model training', 'regression analysis', 'scikit learn (machine learning library)', 'predictive modeling', 'model deployment', 'cloud management', 'machine learning', 'artificial intelligence and machine learning (ai/ml)', 'model evaluation', 'supervised learning', 'machine learning algorithms', 'data pipelines']","['responsible ai', 'microsoft azure', 'unsupervised learning', 'databricks', 'mlops (machine learning operations)', 'applied machine learning', 'classification algorithms', 'model training', 'regression analysis', 'scikit learn (machine learning library)', 'predictive modeling', 'model deployment', 'cloud management', 'machine learning', 'artificial intelligence and machine learning (ai/ml)', 'model evaluation', 'supervised learning', 'machine learning algorithms', 'data pipelines']"
Statistics and Data Analysis with Excel: Intermediate,Macquarie University,Pivot Tables And Charts,Interactive Data Visualization,Data Visualization,Statistical Inference,Data Visualization Software,Data Presentation,Correlation Analysis,Microsoft Excel,Data Literacy,Spreadsheet Software,Probability & Statistics,Statistics,Regression Analysis,Statistical Hypothesis Testing,Data Analysis,Statistical Methods,Excel Formulas,Statistical Analysis,Sampling (Statistics),https://www.coursera.org/learn/mq-statistics-and-data-analysis-with-excel-intermediate,Data Analyst,INTERMEDIATE,ONE_TO_THREE_MONTHS,"['pivot tables and charts', 'interactive data visualization', 'data visualization', 'statistical inference', 'data visualization software', 'data presentation', 'correlation analysis', 'microsoft excel', 'data literacy', 'spreadsheet software', 'probability & statistics', 'statistics', 'regression analysis', 'statistical hypothesis testing', 'data analysis', 'statistical methods', 'excel formulas', 'statistical analysis', 'sampling (statistics)']","['pivot tables and charts', 'interactive data visualization', 'data visualization', 'statistical inference', 'data visualization software', 'data presentation', 'correlation analysis', 'microsoft excel', 'data literacy', 'spreadsheet software', 'probability & statistics', 'statistics', 'regression analysis', 'statistical hypothesis testing', 'data analysis', 'statistical methods', 'excel formulas', 'statistical analysis', 'sampling (statistics)']"
Cyber Security: Data & Identity Security,Macquarie University,Identity and Access Management,Cryptography,AWS Identity and Access Management (IAM),Data Security,Authentications,Threat Detection,Cybersecurity,Encryption,Network Security,Data Management,Azure Active Directory,Security Controls,Cyber Attacks,Cyber Security Strategy,Cyber Governance,Key Management,Security Management,Cyber Risk,Computer Security,https://www.coursera.org/specializations/cyber-security-data-identity-security,Cyber Security Analyst,INTERMEDIATE,THREE_TO_SIX_MONTHS,"['identity and access management', 'cryptography', 'aws identity and access management (iam)', 'data security', 'authentications', 'threat detection', 'cybersecurity', 'encryption', 'network security', 'data management', 'azure active directory', 'security controls', 'cyber attacks', 'cyber security strategy', 'cyber governance', 'key management', 'security management', 'cyber risk', 'computer security']","['identity and access management', 'cryptography', 'aws identity and access management (iam)', 'data security', 'authentications', 'threat detection', 'cybersecurity', 'encryption', 'network security', 'data management', 'azure active directory', 'security controls', 'cyber attacks', 'cyber security strategy', 'cyber governance', 'key management', 'security management', 'cyber risk', 'computer security']"
Data Visualization using Microsoft Excel,Coursera,Data Visualization,Microsoft Excel,Data Visualization Software,Data Import/Export,Business Reporting,Microsoft Office,Microsoft 365,Productivity Software,,,,,,,,,,,,https://www.coursera.org/projects/data-visualization-microsoft-excel,Data Analyst,BEGINNER,LESS_THAN_TWO_HOURS,"['data visualization', 'microsoft excel', 'data visualization software', 'data import/export', 'business reporting', 'microsoft office', 'microsoft 365', 'productivity software']","['data visualization', 'microsoft excel', 'data visualization software', 'data import/export', 'business reporting', 'microsoft office', 'microsoft 365', 'productivity software']"
Data Wrangling with MongoDB,Edureka,MongoDB,NoSQL,Database Management,Data Maintenance,Database Management Systems,Data Wrangling,Performance Tuning,Database Design,Databases,Data Modeling,Query Languages,Analytics,Data Processing,Data Manipulation,Scalability,Disaster Recovery,,,,https://www.coursera.org/learn/data-wrangling-with-mongodb,General IT Specialist,INTERMEDIATE,ONE_TO_THREE_MONTHS,"['mongodb', 'nosql', 'database management', 'data maintenance', 'database management systems', 'data wrangling', 'performance tuning', 'database design', 'databases', 'data modeling', 'query languages', 'analytics', 'data processing', 'data manipulation', 'scalability', 'disaster recovery']","['mongodb', 'nosql', 'database management', 'data maintenance', 'database management systems', 'data wrangling', 'performance tuning', 'database design', 'databases', 'data modeling', 'query languages', 'analytics', 'data processing', 'data manipulation', 'scalability', 'disaster recovery']"
